outcome,predictor,logloss_age,logloss_age_plus_pred,logloss_pred_alone,gain_added_to_age
Q41,Education (3-level),1.3850981903265154,1.3816186801527113,1.404533454480566,0.003479510173804101
Q41,Personal income (3-level),1.3850981903265154,1.3864656121640029,1.414123642466468,-0.0013674218374875036
Q41,Religiosity,1.3850981903265154,1.3789563834112006,1.4058152300104862,0.00614180691531474
Q41,Subjective social class,1.3850981903265154,1.3862941466158265,1.4159102411490454,-0.0011959562893111286
Q41,Employment status,1.3850981903265154,1.3816488994108622,1.3968830151732927,0.003449290915653158
Q41,Marital status,1.3850981903265154,1.385818857424956,1.4126350313450229,-0.0007206670984405417
Q42,Sex,0.642051981797466,0.6420285727893138,0.6650534879943496,2.3409008152230903e-05
Q42,Education (3-level),0.642051981797466,0.634811717737559,0.6514203992970478,0.0072402640599070756
Q42,Personal income (3-level),0.642051981797466,0.6391779307093998,0.6573971854792574,0.002874051088066265
Q42,Religiosity,0.642051981797466,0.639317896032201,0.6604653514961398,0.0027340857652650152
Q42,Subjective social class,0.642051981797466,0.6418162225267154,0.664921804843679,0.00023575927075059067
Q42,Employment status,0.642051981797466,0.6400117810290608,0.6540180602268744,0.002040200768405276
Q42,Marital status,0.642051981797466,0.6359625941446179,0.6563062411461094,0.006089387652848166
Q43,Sex,1.0185892118716229,1.0182306164170583,1.0364472005802834,0.00035859545456462527
Q43,Education (3-level),1.0185892118716229,1.0198628812433541,1.0352699803613912,-0.0012736693717312342
Q43,Personal income (3-level),1.0185892118716229,1.0184663542196613,1.0350829004600073,0.00012285765196162757
Q43,Religiosity,1.0185892118716229,1.0183127693686473,1.0357375763787375,0.00027644250297553796
Q43,Subjective social class,1.0185892118716229,1.0209883971461027,1.0391582573380385,-0.002399185274479798
Q43,Employment status,1.0185892118716229,1.0184604632074663,1.031780673841895,0.00012874866415657493
